,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
4436,562400944480133,https://www.facebook.com/ads/archive/render_ad/?id=562400944480133&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"With millions of sons and daughters trapped in human trafficking, confronting this global issue may seem unattainable. After watching this video, you might be thinking, ""how could I ever help with something so huge?"" 

But if your son or daughter was a slave, would you still be thinking about the millions? Or would you be thinking about the one? 

It all starts with just one...

Just one person willing to take an action. 

Willing to stop scrolling and start acting. 

And one of the most important steps you can take today is to understand this issue and its impact on the world and your own community. 

Sign up for our newsletter and get monthly updates on rescues, stories from victims, stories from the front lines, and ways to get involved... to rescue just one.",The Exodus Road,999,USD,99,0,0,0,0
4438,2929699513751934,https://www.facebook.com/ads/archive/render_ad/?id=2929699513751934&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"An Honest Liar: Truth and Deception in the Life of James ""The Amazing"" Randi.
An Honest Liar tells the story of the world-famous magician, escape artist and enemy of deception, James 'The Amazing' Randi. He devised intricate investigations exposing the 'miracles' of psychics, faith healers and con-artists. A master deceiver who came out of the closet 81, Randi created fictional characters, fake psychics, and even turned his partner of 25 years, the artist Jose Alvarez, into a sham guru named Carlos. But when a shocking revelation in Randi's personal life is discovered, it isn't clear whether Randi is still the deceiver - or the deceived.
Want to know more? Visit: http://www.siouxfallsatheists.com/an-honest-liar.html
Paid for by: Sioux Falls Atheists",Sioux Falls Atheists,999,USD,99,0,0,1,1
4439,240790660510048,https://www.facebook.com/ads/archive/render_ad/?id=240790660510048&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The Current State Of The Agenda-Pushing Media. How Is A 17-Year Old Radical Collectivist Qualified To Be Called A Coronavirus Expert?! #CollectivismIsEvil #Coronavirus #AynRand,The Atlas Society,999,USD,99,0,0,0,0
4440,235357104423761,https://www.facebook.com/ads/archive/render_ad/?id=235357104423761&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Only #Progressive  #Liberal #Stalinist types would accept drones from #CCP associated companies to #spyOnAmericans and violate #Constitutional #Liberties,JP Ronald Author,999,USD,99,0,0,0,1
4441,3344995575534220,https://www.facebook.com/ads/archive/render_ad/?id=3344995575534220&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Are you passionate about sexual and reproductive health? Want to have your voice heard? APPLY NOW to our brand new Digital Youth Advisory Board at bit.ly/digitalyab 

Questions? DM or email us: education@pppsgv.org  🙂",Planned Parenthood Pasadena and San Gabriel Valley,999,USD,99,0,0,0,0
4442,1608179982664691,https://www.facebook.com/ads/archive/render_ad/?id=1608179982664691&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Scherie Murray is the Republican's best chance to defeat self-proclaimed socialist Alexandria Ocasio-Cortez. But AOC has raised MILLIONS with her lies. Will you help us defeat AOC by chipping in just $1 today?,Scherie S. Murray,999,USD,99,0,0,1,0
4447,257289958957357,https://www.facebook.com/ads/archive/render_ad/?id=257289958957357&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Now more than ever, we need to work together to keep people in their homes.",Rental Affordability Act,999,USD,99,0,0,0,0
4452,2893079737444482,https://www.facebook.com/ads/archive/render_ad/?id=2893079737444482&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,😂😂😂 #ThinkForYourself #BigGovSucks #SocialismSucks #GenFree #TPUSA,Turning Point USA,1999,USD,99,0,0,0,1
4453,1544851759019145,https://www.facebook.com/ads/archive/render_ad/?id=1544851759019145&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"During her junior year in high school, Selina Soule took her mark, ready to compete in women’s track.
 
Two boys who identify as girls were also competing. Selina immediately knew the odds were stacked against her.
 
When the gun went off, the transgender athletes flew down the track, leaving everyone else in their dust.
 
Alanna Smith also competes in track. As a freshman last year, she quickly earned a reputation as one of the fastest girls in the state. Alanna works tirelessly, training around the clock to earn her place on the podium.
 
But she’s losing hope. Alanna knows the hard reality—as long as she’s competing against boys, she’ll never be a champion.
 
It shouldn’t be this way. Our girls deserve to compete on a level playing field.
 
With the help of Alliance Defending Freedom, Selina and Alanna are taking a public stand against these harmful policies that allow males to compete in girls’ sports and prevent female athletes from achieving the accomplishments they deserve.
 
These brave girls have filed a lawsuit against the Connecticut Interscholastic Athletic Conference. The outcome could impact young women nationwide.
 
Will you chip in $5 and stand with us as we fight to keep men out of women’s sports?",Alliance Defending Freedom,999,USD,99,0,0,0,0
4456,247323239715428,https://www.facebook.com/ads/archive/render_ad/?id=247323239715428&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I am an unabashed supporter of President Donald J. Trump. I sincerely believe that the America First agenda has and will continue to successfully guide our country toward prolonged prosperity.  I will be a stalwart in Congress for the President and his agenda and will stand up to the Democrat socialist assault on our way of life.,Amy Pope Wells for Congress,999,USD,99,0,0,0,1
4457,242666660406929,https://www.facebook.com/ads/archive/render_ad/?id=242666660406929&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Two high school males who identify as female have won 15 women’s championship titles in Connecticut that were once held by nine different girls.
 
The game is being rigged against our daughters and granddaughters. Female athletes are losing medals, podium spots, and scholarships to males.
 
With the help of Alliance Defending Freedom, a few brave women—including Selina Soule and Alanna Smith—are taking a public stand against these harmful policies that threaten their academic and athletic futures.
 
They have filed a lawsuit against the Connecticut Interscholastic Athletic Conference (CIAC). The outcome could impact young women nationwide.
 
Will you chip in $5 and stand with us as we fight to keep men out of women’s sports?",Alliance Defending Freedom,999,USD,99,0,0,0,1
4458,2574438676164816,https://www.facebook.com/ads/archive/render_ad/?id=2574438676164816&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Rep. Gus Bilirakis, rural America calls on you once again to help our 42 million members in a time of need!

Learn more and take action today! #PowerOn #RuralElectric #USCongress",Cooperative Action Network,999,USD,99,0,0,0,1
4459,686030291964524,https://www.facebook.com/ads/archive/render_ad/?id=686030291964524&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"GREAT COMMENTARY by Laura Ingraham: COVID truths, frauds and tyrants",Nashville Tea Party,1999,USD,99,0,0,0,1
4460,673690823198146,https://www.facebook.com/ads/archive/render_ad/?id=673690823198146&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Signing at home is simple and fast. Most of all, it will save Alaska's future. Learn more at recalldunleavy.org.",Recall Dunleavy,2999,USD,99,0,0,0,1
4461,672143573640266,https://www.facebook.com/ads/archive/render_ad/?id=672143573640266&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"For this week's #InductionThursday video, we're looking back at the 2011 Oklahoma Hall of Fame Banquet & Induction Ceremony and looking ahead to National Armed Forces Day on May 16! 

Born in Wynnewood, OK, General Tommy Franks enlisted in the the U.S. Army in 1965. He earned his commission as a Second Lieutenant in 1967 as a Distinguished Graduate of the Artillery Officer Candidate School at Ft. Sill. In Vietnam, General Franks earned six awards for Valor and three Purple Hearts. Fun fact: He went to high school with former First Lady Laura Bush — we love this quote about him from former President George W. Bush:

""Franks is a down-to-earth, no-nonsense guy. His troops call him a soldier’s General and his associates call him an astute businessman. His grandkids call him Pooh.” 

Learn more about his life and accomplishments here: https://bit.ly/3cAln5i

And check out all the Banquet & Induction Ceremony clips from over the years here: https://bit.ly/36aEcbb",Oklahoma Hall of Fame at the Gaylord-Pickens Museum,6999,USD,99,0,0,1,0
4465,301565790838669,https://www.facebook.com/ads/archive/render_ad/?id=301565790838669&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join the campaign Facebook Group ""#Go4Esther Supporters"" to get invites to events & hear news on Esther first!",Esther Agbaje for State Representative,999,USD,99,0,0,0,1
4467,1497577433753808,https://www.facebook.com/ads/archive/render_ad/?id=1497577433753808&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I'm proud to be the ONLY candidate with the endorsement of National Right to Life AND an ""A Rating"" from the NRA because I've delivered on these core conservative values in Iowa. In Congress, President Trump and I will work together to deliver on these very same conservative priorities.",Randy Feenstra,2999,USD,99,0,0,0,1
4468,255136845864827,https://www.facebook.com/ads/archive/render_ad/?id=255136845864827&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"""But the self-described “avid conservative” outdid himself when in 2008 Frank L. VanderSloot contributed to the presidential campaign of Barrack Hussein Obama.""",Keep Idaho Free,999,USD,99,0,0,0,0
4470,557514784782178,https://www.facebook.com/ads/archive/render_ad/?id=557514784782178&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Get Registered - and Vote by Mail; Opening Up and Social Distancing; Help Local Businesses at a Louisville Independent Business Alliance Virtual Buy Local Fair; Lexington Road Reopening Soon; Get or Give Help in the Pandemic; and much more, in the May 14 D9 eNews at this link- https://content.govdelivery.com/accounts/KYLOUISVILLE/bulletins/28b5ecd",Councilman Bill Hollander,999,USD,99,0,0,1,1
4471,567528573876909,https://www.facebook.com/ads/archive/render_ad/?id=567528573876909&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Interested in in helping Cindy get elected to office for S.C. Senate District #39? Are you passionate about making a difference?  Are you looking for campaign experience? The campaign is offering volunteer opportunities right now! https://facebook.com/events/s/volunteering-with-the-cindy-ev/184294622750622/?ti=as

If you are interested, leave your name in the comments or send a message and we will reach out to you! There is no physical contact required, you can help out virtually! We will train you and give your more details about Cindy's Priorities. We hope you'll consider helping out!
https://facebook.com/events/s/volunteering-with-the-cindy-ev/184294622750622/?ti=as",Cindy Evans For Senate,999,USD,99,1,0,1,0
4473,567222624191559,https://www.facebook.com/ads/archive/render_ad/?id=567222624191559&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"As Utah's governor, I will always stand up for our constitutional rights, especially in a crisis. The governor and lieutenant governor are creating a vacuum of leadership that liberal mayors are gladly filling with indefinite shutdowns and unconstitutional Orwellian government orders.

It's NOT the government's job to infringe on our rights and make these decisions for us; they should simply provide good information and let citizens exercise their constitutional rights to act in their best interest.
Utah conservatives, join me and together we will ensure Uthans’ freedoms are protected.

Learn more here --> www.greghughes.com

#utpol #HughesIverson2020",Greg Hughes Utah,1999,USD,99,0,0,0,1
4475,725143298025962,https://www.facebook.com/ads/archive/render_ad/?id=725143298025962&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We're approaching a critical fundraising deadline and need your help to defeat AOC! Alexandria Ocasio-Cortez is more focused on the limelight and her extreme liberal agenda than representing her constituents in Queens and the Bronx. Help me stop her push for socialism by donating just $5 now!,Scherie S. Murray,4999,USD,199,1,0,1,0
4478,723600831779433,https://www.facebook.com/ads/archive/render_ad/?id=723600831779433&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Managed growth and sensible planning and defining what we want our community to look like for our children and grandchildren. Growth is inevitable, but how we grow is critically important.",Clare Collard,999,USD,99,0,0,0,1
4479,239172510688289,https://www.facebook.com/ads/archive/render_ad/?id=239172510688289&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Tom Mortier’s life was forever changed when his wife received an unexpected phone call. It was the hospital. Tom’s mother had been euthanized, and it was time to take care of her affairs.

Tom was shocked. His mother had suffered with chronic depression for more than 20 years. But he had no idea that she was going to be given a lethal injection. 

He was devastated.

When euthanasia was first legalized in Belgium, most people understood “unbearable suffering” to mean a physical terminal illness.

But today, 18 years later, deteriorating eyesight, hearing, and mobility—what we might consider normal aging—can be considered by law as “unbearable suffering” and be used to justify euthanasia.

Even more frightening, the next step was to legalize child euthanasia, which happened in 2014. There is now no age restriction on euthanasia for minors in Belgium.

Other countries are following suit and adopting these lethal policies. In the state of Oregon alone, the number of assisted suicides has grown by 1,000% in the last 20 years.

Up until the day Tom received that tragic phone call, he hadn’t given much thought to euthanasia laws. He didn’t think they affected him.

But the truth is, these laws could affect any of us.

Now is the time to stand together and STOP this tragedy before it’s too late.

Will you chip in $10 today and help fuel our impending legal battle to FIGHT the lethal spread of euthanasia and affirm the inherent dignity of every person?",Alliance Defending Freedom,999,USD,99,0,0,0,0
4480,376894506586076,https://www.facebook.com/ads/archive/render_ad/?id=376894506586076&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I am running to represent you in the Utah House of Representatives. Our district is facing many critical issues and we need someone who is accessible and responsive to your needs. Together we can make a difference.,Clare Collard,999,USD,99,1,0,0,1
4484,179192086666577,https://www.facebook.com/ads/archive/render_ad/?id=179192086666577&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Visit DurbinIsRacist.com to learn why all these Children will have to self-deport, just because their parents were born in India. Indian immigrants (and only Indian immigrants) who have been approved for employment-based green cards are expected to wait 150 years for their green cards. Once the children of Indian immigrants hit the age of 21, they will have self-deport from the only country they can ever remember - just because their parents were born in India.  Removing national origin discrimination should be a no-brainer, which is why there is a bill that’s supported by 400+ members of Congress. 
 
Shockingly, the only Senator who supports the continuation of racist national origin discrimination against Indian immigrants is none other than Senator Dick Durbin. After 15 years of advocacy on this issue, Immigration Voice has concluded  that Senator Durbin’s opposition to equality is driven purely by a deep racial animus against Indian immigrants. We have footage of him dehumanizing Indian immigrants, using  various rationalizations to perpetuate  National origin discrimination and telling Indian Immigrants that he could not possibly be a racist because he has hired Mahatma Gandhi’s great-grandson.
 
Our fight for equality is driven by our determination that our children are worth no less than the child of an immigrant from anywhere else, and we will not accept Senator Dick Durbin telling them they do not belong in America. For more information go to http://DurbinIsRacist.com

PS: Please share this message to get the word out about how Senator Dick Durbin is attacking Indian immigrants.",Immigration Voice,1999,USD,99,0,0,1,0
4488,984346585368787,https://www.facebook.com/ads/archive/render_ad/?id=984346585368787&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Pakistan is paying thousands who are out of work to plant trees in areas damaged by deforestation, drought, and livestock grazing. #ShareSomethingGood

https://bit.ly/2T1Gs0J",The Optimist Daily,2999,USD,99,0,0,0,1
4489,2507702529559487,https://www.facebook.com/ads/archive/render_ad/?id=2507702529559487&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"For the past thirty years I have been a proud and active member of my community. I have seen good times, but much like our current days I have seen times of adversity. Somehow, we have always managed to prevail. In 2020 I want to help bring us together to do this yet again. As your next representative of House District 22 I will make sure your concerns are heard loud and clear. Whether relating to the pandemic, economy or social issues.",Clare Collard,999,USD,99,0,0,0,1
4492,172179857492646,https://www.facebook.com/ads/archive/render_ad/?id=172179857492646&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Joe Biden's proven track record of FAILURE: 

He has NEVER viewed China as a threat to American interests.

He wants to provide illegal immigrants with TAXPAYER funded health care. 

He wants to cut Social Security and Medicare benefits.",Team Trump,999,USD,99,0,0,0,0
4522,250812616236067,https://www.facebook.com/ads/archive/render_ad/?id=250812616236067&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Those intrusive texts & calls are more than just a nuisance – they violate the law. 

Submit screenshots of unsolicited messages or voicemail transcripts to help us fight back against companies that are violating people's privacy. 

PLUS: Consumers that submit screenshots of messages or voicemail transcripts from legitimate companies may be entitled to a cash award of up to $1,500 PER message.

All submissions will be reviewed free of charge by our legal experts.

Case Details:

The Telephone Consumer Protection Act (“TCPA"") is a federal law passed by Congress to stem the tide of robocalls, text message spam, and other abusive telemarketing. The TCPA prohibits most auto dialed or prerecorded calls and text messages to cellular phones made without prior express consent. It gives call recipients the right to an award of up to $1,500 for each violation.

ATTORNEY ADVERTISING. 
Prior results do not guarantee a similar outcome. Information obtained on this page is not, nor is it intended to be legal advice. Any information you submit on this webpage may be shared with attorneys or law firms to facilitate the formation of an attorney-client relationship. However, you are not formally represented by a law firm unless and until an engagement agreement is signed by you and a law firm.",Anderson + Wanca,999,USD,99,0,0,1,0
4523,888044925010560,https://www.facebook.com/ads/archive/render_ad/?id=888044925010560&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Those intrusive texts & calls are more than just a nuisance – they violate the law. 

Submit screenshots of unsolicited messages or voicemail transcripts to help us fight back against companies that are violating people's privacy. 

PLUS: Consumers that submit screenshots of messages or voicemail transcripts from legitimate companies may be entitled to a cash award of up to $1,500 PER message.

All submissions will be reviewed free of charge by our legal experts.

----------------------------

Case Details:

The Telephone Consumer Protection Act (“TCPA"") is a federal law passed by Congress to stem the tide of robocalls, text message spam, and other abusive telemarketing. The TCPA prohibits most auto dialed or prerecorded calls and text messages to cellular phones made without prior express consent. It gives call recipients the right to an award of up to $1,500 for each violation.
∙
ATTORNEY ADVERTISING. 
Prior results do not guarantee a similar outcome. Information obtained on this page is not, nor is it intended to be legal advice. Any information you submit on this webpage may be shared with attorneys or law firms to facilitate the formation of an attorney-client relationship. However, you are not formally represented by a law firm unless and until an engagement agreement is signed by you and a law firm.",Anderson + Wanca,1999,USD,99,0,0,1,0
4526,964655953974640,https://www.facebook.com/ads/archive/render_ad/?id=964655953974640&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"What happens when you haven't been to the dentist in two years, lose a temporary filling, and are having an emotional melt down in the midst of shelter in place?  Dr. Mazzei goes to three different pharmacies to find dental temporary material and delivers it to your home!  That's what happens!  #WeStillCare #KudosDrM ~JVM","Patrick Mazzei, DDS - General Dentistry- Fresno, CA",999,USD,99,0,0,1,1
4527,244400153449193,https://www.facebook.com/ads/archive/render_ad/?id=244400153449193&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"""Let us pretend, for discussion sake, that every horrible thing said about Ahmaud Arbery is true. Most of it is a collection of distractions meant to absolve America of its guilt vis-a-vis young African American men. But let’s play a stupid game. OK?""",Testset,2999,USD,99,0,0,1,0
4528,617029102229322,https://www.facebook.com/ads/archive/render_ad/?id=617029102229322&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Randy Quick,  Rome City Commissioner, is proud to endorse Chief Magistrate Judge Gene Richardson for reelection.",Re-Elect Judge Gene Richardson,999,USD,99,0,0,1,1
4530,278111596640722,https://www.facebook.com/ads/archive/render_ad/?id=278111596640722&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Heart health in the time of Covid-19 is more important than ever. Sign up for our free weekly email with tips from doctors and other experts.,Women's Heart Alliance,999,USD,99,0,0,0,0
